Case ID,Change Hours,Assigned
314089,False,TRUE
314091,False,TRUE
314093,False,TRUE
314096,False,TRUE
314098,False,TRUE
314100,False,TRUE
314102,False,TRUE
314104,False,TRUE
314106,False,TRUE
314108,False,TRUE
314111,False,TRUE
314113,False,TRUE
314115,False,TRUE
314117,False,TRUE
314119,False,TRUE
314121,False,TRUE
314123,False,TRUE
314125,False,TRUE
314128,False,TRUE
314130,False,TRUE
314132,False,TRUE
314134,False,TRUE
314136,False,TRUE
314138,False,TRUE
314140,False,TRUE
314142,False,TRUE
314144,False,TRUE
314146,False,TRUE
314148,False,TRUE
314150,False,TRUE
314152,False,TRUE
314154,False,TRUE
314156,False,TRUE
314158,False,TRUE
314160,False,TRUE
314162,False,TRUE
314164,False,TRUE
314166,False,TRUE
314168,False,TRUE
314170,False,TRUE
314172,False,TRUE
314174,False,TRUE
314176,False,TRUE
314178,False,TRUE
314180,False,TRUE
314182,False,TRUE
314184,False,TRUE
314186,False,TRUE
314188,False,TRUE
314190,False,TRUE
314192,False,TRUE
314194,False,TRUE
314196,False,TRUE
314198,False,TRUE
314200,False,TRUE
314202,False,TRUE
314204,False,TRUE
314206,False,TRUE
314208,False,TRUE
314210,False,TRUE
314212,False,TRUE
314215,False,TRUE
314217,False,TRUE
314219,False,TRUE
314221,False,TRUE
314224,False,TRUE
314226,False,TRUE
314228,False,TRUE
314230,False,TRUE
314232,False,TRUE
314234,False,TRUE
314237,False,TRUE
314240,False,TRUE
314242,False,TRUE
314244,False,TRUE
314246,False,TRUE
314248,False,TRUE
314250,False,TRUE
314253,False,TRUE
314255,False,TRUE
314257,False,TRUE
314259,False,TRUE
314261,False,TRUE
314263,False,TRUE
314266,False,TRUE
314268,False,TRUE
314270,False,TRUE
314272,False,TRUE
314274,False,TRUE
314276,False,TRUE
314278,False,TRUE
314280,False,TRUE
314282,False,TRUE
314284,False,TRUE
314286,False,TRUE
314288,False,TRUE
314290,False,TRUE
314292,False,TRUE
314294,False,TRUE
314296,False,TRUE
314299,False,TRUE
314301,False,TRUE
314303,False,TRUE
314306,False,TRUE
314309,False,TRUE
314310,False,TRUE
314313,False,TRUE
314315,False,TRUE
314317,False,TRUE
314319,False,TRUE
314321,False,TRUE
314323,False,TRUE
314325,False,TRUE
314327,False,TRUE
314329,False,TRUE
314331,False,TRUE
314334,False,TRUE
314336,False,TRUE
314338,False,TRUE
314340,False,TRUE
314342,False,TRUE
314344,False,TRUE
314347,False,TRUE
314350,False,TRUE
314352,False,TRUE
314354,False,TRUE
314356,False,TRUE
314360,False,TRUE
314361,False,TRUE
314364,False,TRUE
314366,False,TRUE
314368,False,TRUE
314370,False,TRUE
314372,False,TRUE
314374,False,TRUE
314376,False,TRUE
314378,False,TRUE
314381,False,TRUE
314383,False,TRUE
314385,False,TRUE
314387,False,TRUE
314389,False,TRUE
314391,False,TRUE
314393,False,TRUE
314395,False,TRUE
314399,False,TRUE
314401,False,TRUE
314403,False,TRUE
314407,False,TRUE
314409,False,TRUE
314413,False,TRUE
314416,False,TRUE
314418,False,TRUE
314421,False,TRUE
314424,False,TRUE
314426,False,TRUE
314429,False,TRUE
314431,False,TRUE
314435,False,TRUE
314438,False,TRUE
314439,False,TRUE
314442,False,TRUE
314444,False,TRUE
314447,False,TRUE
314450,False,TRUE
314453,False,TRUE
314455,False,TRUE
314456,False,TRUE
314457,False,TRUE
314459,False,TRUE
314462,False,TRUE
314464,False,TRUE
314466,False,TRUE
314469,False,TRUE
314471,False,TRUE
314473,False,TRUE
314475,False,TRUE
314478,False,TRUE
314480,False,TRUE
314482,False,TRUE
314484,False,TRUE
314486,False,TRUE
314489,False,TRUE
314491,False,TRUE
314493,False,TRUE
314497,False,TRUE
314499,False,TRUE
314502,False,TRUE
314504,False,TRUE
314508,False,TRUE
314510,False,TRUE
314512,False,TRUE
314514,False,TRUE
314516,False,TRUE
314519,False,TRUE
314521,False,TRUE
314527,False,TRUE
314530,False,TRUE
314533,False,TRUE
314535,False,TRUE
314540,False,TRUE
314542,False,FALSE
314546,False,FALSE
314548,False,FALSE
314552,False,FALSE
314554,False,FALSE
314556,False,FALSE
314558,False,FALSE
314560,False,FALSE
314562,False,FALSE
314567,False,FALSE
314570,False,FALSE
314574,False,FALSE
314577,False,FALSE
314582,False,FALSE
314583,False,FALSE
315002,False,TRUE
315003,False,TRUE
315030,False,TRUE
315031,False,TRUE
315033,False,TRUE
315036,False,TRUE
315038,False,TRUE
315040,False,TRUE
315042,False,TRUE
315044,False,TRUE
315046,False,TRUE
315048,False,TRUE
315050,False,TRUE
315052,False,TRUE
315054,False,TRUE
315056,False,TRUE
315059,False,TRUE
315061,False,TRUE
315063,False,TRUE
315065,False,TRUE
315067,False,TRUE
315069,False,TRUE
315071,False,TRUE
315073,False,TRUE
315075,False,TRUE
315077,False,TRUE
315079,False,TRUE
315081,False,TRUE
315083,False,TRUE
315086,False,TRUE
315088,False,TRUE
315090,False,TRUE
315092,False,TRUE
315094,False,TRUE
315096,False,TRUE
315098,False,TRUE
315100,False,TRUE
315102,False,TRUE
315104,False,TRUE
315107,False,TRUE
315109,False,TRUE
315111,False,TRUE
315113,False,TRUE
315115,False,TRUE
315118,False,TRUE
315120,False,TRUE
315122,False,TRUE
315124,False,TRUE
315126,False,TRUE
315128,False,TRUE
315131,False,TRUE
315135,False,TRUE
315137,False,TRUE
315139,False,TRUE
315142,False,TRUE
315144,False,TRUE
315146,False,TRUE
315148,False,TRUE
315150,False,TRUE
315152,False,TRUE
315155,False,TRUE
315157,False,TRUE
315160,False,TRUE
315162,False,TRUE
315164,False,TRUE
315168,False,TRUE
315170,False,TRUE
315173,False,TRUE
315175,False,TRUE
315179,False,TRUE
315181,False,TRUE
315183,False,TRUE
315185,False,TRUE
315187,False,TRUE
315188,False,TRUE
